condition_id,split,direction,input_speed_rpm,output_torque_nm,oil_temperature_deg_c,source_path,source_size_bytes,source_sha256
speed_700rpm__torque_600Nm__temperature_30degC,validation,Fw,700.0,600.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm600.0Nm30.0deg.csv,2620544,21bc344cdcd5ab1133df417cbe2ee1f4f5db3d6c509652cec7b3c06571bad01b
speed_700rpm__torque_900Nm__temperature_25degC,validation,Fw,700.0,900.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm900.0Nm25.0deg.csv,2623040,98e4ed437dec5241e6ff0c4cfff641c2bf534e67f8bf67ab8a0c2d14d0c24bda
speed_700rpm__torque_1000Nm__temperature_35degC,validation,Fw,700.0,1000.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm1000.0Nm35.0deg.csv,2667507,fb1e742326e2cab8d5fe2d0b25ad1ba46bcfc4b7ed4ad4d83b62b4cc709bb0d9
speed_700rpm__torque_1400Nm__temperature_25degC,validation,Fw,700.0,1400.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm1400.0Nm25.0deg.csv,2609300,e654fd26886f85e2497618cb12c0dfda04bf75770d950ed5292302cea5054614
speed_700rpm__torque_1600Nm__temperature_30degC,validation,Fw,700.0,1600.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm1600.0Nm30.0deg.csv,2621029,d5f0eafce38bb0ad305197349bfa4580eec786f12ca2691b078f019a7c6dd4da
speed_700rpm__torque_1700Nm__temperature_25degC,validation,Fw,700.0,1700.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm1700.0Nm25.0deg.csv,2594677,174c6033fb2bb7c7be2d749c7f9381c1339760993400fbe953a51a5b9a88d1bf
speed_700rpm__torque_1800Nm__temperature_25degC,validation,Fw,700.0,1800.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm1800.0Nm25.0deg.csv,2590486,8237f1b30f472d3714cc1a32923cc50766298b0e23b48c6411835519b453b834
speed_700rpm__torque_1800Nm__temperature_35degC,validation,Fw,700.0,1800.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm1800.0Nm35.0deg.csv,2673241,083b85e6b2c4f8aeab09b1a5bd59aadd061312a7ceb419e301c682290cb507b1
speed_800rpm__torque_200Nm__temperature_30degC,validation,Fw,800.0,200.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm200.0Nm30.0deg.csv,2277406,7cb5b4287b17156e17f1601f68adfe7f96dd0ec26e46f47b61c7cce501d3e467
speed_800rpm__torque_400Nm__temperature_25degC,validation,Fw,800.0,400.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm400.0Nm25.0deg.csv,2296826,43c9774618d72694230951db0ac2fdd7ceb54af7f0e56b3106414a8b37ce9e9e
speed_800rpm__torque_600Nm__temperature_35degC,validation,Fw,800.0,600.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm600.0Nm35.0deg.csv,2337025,1173a20d5fd4fa83f4aa6e87e9ac52f11af32c9c40c2200001062313d6322599
speed_800rpm__torque_700Nm__temperature_30degC,validation,Fw,800.0,700.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm700.0Nm30.0deg.csv,2329766,bc42040cb273028580f63fee0ebe3b4489a8a8f30529c82fa34bdfddc04984a4
speed_800rpm__torque_800Nm__temperature_25degC,validation,Fw,800.0,800.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm800.0Nm25.0deg.csv,2296895,01c9083605de99744a8c652f7176b6db6cae700aae8b309a0a6ac395421935ee
speed_800rpm__torque_900Nm__temperature_30degC,validation,Fw,800.0,900.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm900.0Nm30.0deg.csv,2317905,61e2d0b171a6942026095fcdb5c35ce97c42367257f38f142453a0dc5c33b46a
speed_800rpm__torque_900Nm__temperature_35degC,validation,Fw,800.0,900.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm900.0Nm35.0deg.csv,2353553,ed1454b956fa81de1e10c6a4ee7f3dd82c7c0fab5a37e608a07c61bfbccceaa5
speed_800rpm__torque_1100Nm__temperature_35degC,validation,Fw,800.0,1100.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm1100.0Nm35.0deg.csv,2326293,5523d900c630a991ca20a4c1c6d764c833c9deb27a0d41eb656187e73f0013cb
speed_800rpm__torque_1200Nm__temperature_25degC,validation,Fw,800.0,1200.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm1200.0Nm25.0deg.csv,2275280,8dfe454fc8a6d1b4ffc939c9ff8197766b1452951d0ebb20696fd1a94f15b2df
speed_800rpm__torque_1500Nm__temperature_25degC,validation,Fw,800.0,1500.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm1500.0Nm25.0deg.csv,2285908,53fac9c5b9f00b6ceed5cb6339d37b54d0c3391d53734f6ebf60e4ce27502d61
speed_800rpm__torque_1600Nm__temperature_25degC,validation,Fw,800.0,1600.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm1600.0Nm25.0deg.csv,2285047,76386375461c6187be996b15846e3c6aac5aa94e454340905d9ca6f475f4ac1b
speed_800rpm__torque_1700Nm__temperature_25degC,validation,Fw,800.0,1700.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm1700.0Nm25.0deg.csv,2291002,892c720cda29ba7d739d1f2c07199267d4f9a86520b5617b5a58d8fb360771db
speed_800rpm__torque_1700Nm__temperature_30degC,validation,Fw,800.0,1700.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm1700.0Nm30.0deg.csv,2333147,ba49a5f89b193f44f87591b39e1d62e90dced0259aba4d120ab94cc9eb59f2f0
speed_800rpm__torque_1800Nm__temperature_30degC,validation,Fw,800.0,1800.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm1800.0Nm30.0deg.csv,2313161,a0d60e560f1ea31057e06026cab16d5b0c381fb3e470591ee9fc8f445ba909b2
speed_900rpm__torque_200Nm__temperature_30degC,validation,Fw,900.0,200.0,30.0,data/polished_dataset/forward/30degree/900rpm/900.0rpm200.0Nm30.0deg.csv,2073452,ebd41a5007182bc06a85599e4a9b1ffe7f008822ff65cc60791e6c40418bc155
speed_900rpm__torque_300Nm__temperature_30degC,validation,Fw,900.0,300.0,30.0,data/polished_dataset/forward/30degree/900rpm/900.0rpm300.0Nm30.0deg.csv,2091486,adc097d7251da25f81ac27d176d0f8b3773f164f59d2615e876a868f182cec60
speed_900rpm__torque_300Nm__temperature_35degC,validation,Fw,900.0,300.0,35.0,data/polished_dataset/forward/35degree/900rpm/900.0rpm300.0Nm35.0deg.csv,2085177,f24e0d8741057d5727ed1e6ca80db1ff2837184d08c66b5e573f14c4b5e4f895
speed_900rpm__torque_500Nm__temperature_25degC,validation,Fw,900.0,500.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm500.0Nm25.0deg.csv,2034487,7d259c2c03a461f668ea5a0587d40afddb2747920b721cb4ebffdc0253b58899
speed_900rpm__torque_800Nm__temperature_30degC,validation,Fw,900.0,800.0,30.0,data/polished_dataset/forward/30degree/900rpm/900.0rpm800.0Nm30.0deg.csv,2096558,50e25d88fd8424383fdf125441d170c80516879f68c121dadfaa306d24451e75
speed_900rpm__torque_900Nm__temperature_25degC,validation,Fw,900.0,900.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm900.0Nm25.0deg.csv,2033320,928ba1f350ba1292068ceb204c345e2cac0be298f2f02cda613617e812077cab
speed_900rpm__torque_1000Nm__temperature_30degC,validation,Fw,900.0,1000.0,30.0,data/polished_dataset/forward/30degree/900rpm/900.0rpm1000.0Nm30.0deg.csv,2081941,8dc9109d1c9f68039f6f2123c81af60328f19012d17b31f1588d3d31af25cbfc
speed_900rpm__torque_1100Nm__temperature_25degC,validation,Fw,900.0,1100.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm1100.0Nm25.0deg.csv,2045276,3d949dde69a30b247073e28f3a9226a5301961b128771c158a279735f473f09b
speed_900rpm__torque_1200Nm__temperature_35degC,validation,Fw,900.0,1200.0,35.0,data/polished_dataset/forward/35degree/900rpm/900.0rpm1200.0Nm35.0deg.csv,2067366,16410cb0449ca5c14caca5e83fb6190ccc363a9e6cbb8a40f0acac5aa8bdb7c7
speed_900rpm__torque_1300Nm__temperature_25degC,validation,Fw,900.0,1300.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm1300.0Nm25.0deg.csv,2036471,d5b99f1f0c252d618339a75f54d78ecfbd280daa357eb3182eb608df6275a1b8
speed_900rpm__torque_1400Nm__temperature_30degC,validation,Fw,900.0,1400.0,30.0,data/polished_dataset/forward/30degree/900rpm/900.0rpm1400.0Nm30.0deg.csv,2081800,e36b476d40d63fb7bb3ed59a9df26c2cf3006a81aab0aefead84b7e8a401e24b
speed_900rpm__torque_1500Nm__temperature_30degC,validation,Fw,900.0,1500.0,30.0,data/polished_dataset/forward/30degree/900rpm/900.0rpm1500.0Nm30.0deg.csv,2047914,bcfdf7dcdf0a7f22363115ee93c2d45b23bbab9633b13a8efd2eb80d198253b4
speed_900rpm__torque_1600Nm__temperature_25degC,validation,Fw,900.0,1600.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm1600.0Nm25.0deg.csv,2022658,ac82210875fe5b48efe1b671b17b6a53151270225e6798f33a48485f3b6cf60a
speed_900rpm__torque_1600Nm__temperature_35degC,validation,Fw,900.0,1600.0,35.0,data/polished_dataset/forward/35degree/900rpm/900.0rpm1600.0Nm35.0deg.csv,2061005,6ad62da9dbc12a2ef81252a6b7d13184f035ed0624c21363c12bb76701515ab2
speed_900rpm__torque_1700Nm__temperature_25degC,validation,Fw,900.0,1700.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm1700.0Nm25.0deg.csv,2035367,6f63dba2ec3d4a8aa205d171ea8f7a380bc8150d0946ad852338c111076e2502
speed_1000rpm__torque_0Nm__temperature_25degC,validation,Fw,1000.0,0.0,25.0,data/polished_dataset/forward/25degree/1000rpm/1000.0rpm0.0Nm25.0deg.csv,1846888,878bc4299418760a88cb4922a9de0988b37e1670af3c1ef549fccb671c916311
speed_1000rpm__torque_300Nm__temperature_25degC,validation,Fw,1000.0,300.0,25.0,data/polished_dataset/forward/25degree/1000rpm/1000.0rpm300.0Nm25.0deg.csv,1830702,b466f15f5b3b63357ef5af6520b96066da5840ac913f5349202d01ac1cd8de04
speed_1000rpm__torque_300Nm__temperature_30degC,validation,Fw,1000.0,300.0,30.0,data/polished_dataset/forward/30degree/1000rpm/1000.0rpm300.0Nm30.0deg.csv,1869237,517f8eea628e0411c875b79d5101988906d4b24b757353cc6551b8403569aafd
speed_1000rpm__torque_600Nm__temperature_25degC,validation,Fw,1000.0,600.0,25.0,data/polished_dataset/forward/25degree/1000rpm/1000.0rpm600.0Nm25.0deg.csv,1840472,8cd3535ac7ee3e07b8586fa73d5a9bc836ad5c27985bc121a5cd45bbff9d02da
speed_1000rpm__torque_700Nm__temperature_35degC,validation,Fw,1000.0,700.0,35.0,data/polished_dataset/forward/35degree/1000rpm/1000.0rpm700.0Nm35.0deg.csv,1869539,7cf8348c6a3b21c3811025b7229dfc09d2896f30323789b2f181f03849f40dda
speed_1000rpm__torque_800Nm__temperature_25degC,validation,Fw,1000.0,800.0,25.0,data/polished_dataset/forward/25degree/1000rpm/1000.0rpm800.0Nm25.0deg.csv,1842569,17724e644d910f592008d1ca71a10f3ed02a0ae884f6ed7f9775e93eb8024e26
speed_1000rpm__torque_800Nm__temperature_30degC,validation,Fw,1000.0,800.0,30.0,data/polished_dataset/forward/30degree/1000rpm/1000.0rpm800.0Nm30.0deg.csv,1837137,f2b7a099449d51446399ee70430cdebe87c943d0c578cbaa71229fb427d60ea0
speed_1000rpm__torque_800Nm__temperature_35degC,validation,Fw,1000.0,800.0,35.0,data/polished_dataset/forward/35degree/1000rpm/1000.0rpm800.0Nm35.0deg.csv,1894030,830591804cd56efed064c44568b853438367e961f059355cfc79088ea15258a9
speed_1000rpm__torque_1100Nm__temperature_30degC,validation,Fw,1000.0,1100.0,30.0,data/polished_dataset/forward/30degree/1000rpm/1000.0rpm1100.0Nm30.0deg.csv,1840019,2cbf60a71c0e9cabf4d612f797d923785b53b8ce8d78a5cbdafa75370f2d0120
speed_1000rpm__torque_1100Nm__temperature_35degC,validation,Fw,1000.0,1100.0,35.0,data/polished_dataset/forward/35degree/1000rpm/1000.0rpm1100.0Nm35.0deg.csv,1859211,1b868f3dab51c93469d6117c5765cbfbcb724efe57ef43699a1eaa287ab4a888
speed_1000rpm__torque_1600Nm__temperature_25degC,validation,Fw,1000.0,1600.0,25.0,data/polished_dataset/forward/25degree/1000rpm/1000.0rpm1600.0Nm25.0deg.csv,1820387,f51e5877dc985dfced830068962dd38a1e8446d4cc3375bcb6c6dff1cad34411
speed_1000rpm__torque_1700Nm__temperature_25degC,validation,Fw,1000.0,1700.0,25.0,data/polished_dataset/forward/25degree/1000rpm/1000.0rpm1700.0Nm25.0deg.csv,1827934,ba74a2e61a8b7dbe623f1ee3eb92cff64fa3e7fd3b7c9c12a7f2fa11dd8a7ca6
speed_1100rpm__torque_0Nm__temperature_35degC,validation,Fw,1100.0,0.0,35.0,data/polished_dataset/forward/35degree/1100rpm/1100.0rpm0.0Nm35.0deg.csv,1709548,1fcaebda95e77047d19653b26ed82795e0ffb448edcbac718834de3ba63dcc69
speed_1100rpm__torque_500Nm__temperature_25degC,validation,Fw,1100.0,500.0,25.0,data/polished_dataset/forward/25degree/1100rpm/1100.0rpm500.0Nm25.0deg.csv,1667782,6ad523c509b83e2a4f0c061db3c28d4be6626d32c61821489087a75cb852b48c
speed_1100rpm__torque_600Nm__temperature_25degC,validation,Fw,1100.0,600.0,25.0,data/polished_dataset/forward/25degree/1100rpm/1100.0rpm600.0Nm25.0deg.csv,1688885,e77225a267a9efaf3f2a98168d865d456b5f7be005e399b44294fed07aa75d95
speed_1100rpm__torque_600Nm__temperature_30degC,validation,Fw,1100.0,600.0,30.0,data/polished_dataset/forward/30degree/1100rpm/1100.0rpm600.0Nm30.0deg.csv,1668431,8c1aa16116976b7745a47937bb8b1522467430254e4b0606c14649e2d513c827
speed_1100rpm__torque_900Nm__temperature_35degC,validation,Fw,1100.0,900.0,35.0,data/polished_dataset/forward/35degree/1100rpm/1100.0rpm900.0Nm35.0deg.csv,1706015,e1198b10e8dc6811309ba356bc1bc25843196dda2461aba003a8fb633da96ec4
speed_1100rpm__torque_1000Nm__temperature_25degC,validation,Fw,1100.0,1000.0,25.0,data/polished_dataset/forward/25degree/1100rpm/1100.0rpm1000.0Nm25.0deg.csv,1663592,495100c87faeba1cf6f01bf423c202096db636edadce10faeb23c2901bf87901
speed_1100rpm__torque_1400Nm__temperature_25degC,validation,Fw,1100.0,1400.0,25.0,data/polished_dataset/forward/25degree/1100rpm/1100.0rpm1400.0Nm25.0deg.csv,1663808,217394e66be731f4e14f288a9c531d8bcf488652ce2ace02647172cfb7db5ea2
speed_1100rpm__torque_1500Nm__temperature_25degC,validation,Fw,1100.0,1500.0,25.0,data/polished_dataset/forward/25degree/1100rpm/1100.0rpm1500.0Nm25.0deg.csv,1655048,4da8003857af7a4bf165028c034063eaa733308fd6c40942b73b1789430993b5
speed_1100rpm__torque_1500Nm__temperature_35degC,validation,Fw,1100.0,1500.0,35.0,data/polished_dataset/forward/35degree/1100rpm/1100.0rpm1500.0Nm35.0deg.csv,1685507,62649c236e5fbd888082989a8731c9196854782dca56d6e1aa6e02076310d479
speed_1100rpm__torque_1600Nm__temperature_30degC,validation,Fw,1100.0,1600.0,30.0,data/polished_dataset/forward/30degree/1100rpm/1100.0rpm1600.0Nm30.0deg.csv,1701326,e03cbafa065825d10261f09fd257ee889bae59d678d95e916f061e697169123e
speed_1100rpm__torque_1800Nm__temperature_30degC,validation,Fw,1100.0,1800.0,30.0,data/polished_dataset/forward/30degree/1100rpm/1100.0rpm1800.0Nm30.0deg.csv,1655964,58477ef00af4643d08b9b36f8ccc7b234ac3cc7da956fa407ed1dca51b83d77e
speed_1100rpm__torque_1800Nm__temperature_35degC,validation,Fw,1100.0,1800.0,35.0,data/polished_dataset/forward/35degree/1100rpm/1100.0rpm1800.0Nm35.0deg.csv,1691814,89784fdd99878cdf6447c2da069b23a1d147fb98aa0cae8d7cf10201ad54085c
speed_1300rpm__torque_0Nm__temperature_35degC,validation,Fw,1300.0,0.0,35.0,data/polished_dataset/forward/35degree/1300rpm/1300.0rpm0.0Nm35.0deg.csv,1443872,f40373dec44a4ce8193e407ed33f5c847d315f32a6e58cddbe1bf5d2f2c0120f
speed_1300rpm__torque_200Nm__temperature_35degC,validation,Fw,1300.0,200.0,35.0,data/polished_dataset/forward/35degree/1300rpm/1300.0rpm200.0Nm35.0deg.csv,1428744,fbfe01572623dc2e3b9f936aab1858b2f0c342e6d55346a09ba55d42fb56af51
speed_1300rpm__torque_600Nm__temperature_25degC,validation,Fw,1300.0,600.0,25.0,data/polished_dataset/forward/25degree/1300rpm/1300.0rpm600.0Nm25.0deg.csv,1416553,df36be8ddb303491204064e26038ea143e0d5fef8296c6daf8963e537b0b155b
speed_1300rpm__torque_800Nm__temperature_25degC,validation,Fw,1300.0,800.0,25.0,data/polished_dataset/forward/25degree/1300rpm/1300.0rpm800.0Nm25.0deg.csv,1418479,091500fdbc35aaf11218b61e549c9a201441e8b69038b9c914d9152182a21e0f
speed_1300rpm__torque_1200Nm__temperature_30degC,validation,Fw,1300.0,1200.0,30.0,data/polished_dataset/forward/30degree/1300rpm/1300.0rpm1200.0Nm30.0deg.csv,1406214,33b541dee4343143747aed63f45009975f2e098e49652713b86475889b750d48
speed_1300rpm__torque_1300Nm__temperature_35degC,validation,Fw,1300.0,1300.0,35.0,data/polished_dataset/forward/35degree/1300rpm/1300.0rpm1300.0Nm35.0deg.csv,1427435,345d87611bf3a6088773ecbe1d57f8ba27a0cdb3cb6fb25076175178ea3a2f73
speed_1300rpm__torque_1800Nm__temperature_30degC,validation,Fw,1300.0,1800.0,30.0,data/polished_dataset/forward/30degree/1300rpm/1300.0rpm1800.0Nm30.0deg.csv,1441430,b6da9f97874fa9a4c9174e7089218959c5cd7197b233557cbd0876447e119edf
speed_1400rpm__torque_0Nm__temperature_25degC,validation,Fw,1400.0,0.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm0.0Nm25.0deg.csv,1314913,e1345473ba2cea2077d22676698eee0172bead65e64379b2bf56ffe7d33ab97c
speed_1400rpm__torque_200Nm__temperature_25degC,validation,Fw,1400.0,200.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm200.0Nm25.0deg.csv,1319264,36b1f2a8e7d03957dfaceb679bdf626b00a12ea3626b620baccbf6f0c0015f4c
speed_1400rpm__torque_300Nm__temperature_30degC,validation,Fw,1400.0,300.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm300.0Nm30.0deg.csv,1319644,6e3f964ee7bccdc8e966f7ea5bf414344f16ef38c0ee92d94202ac1d14bf634b
speed_1400rpm__torque_500Nm__temperature_30degC,validation,Fw,1400.0,500.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm500.0Nm30.0deg.csv,1313076,373264715e3624e3534329e11a051360447caeb8734ad16dbc2b8abf96850118
speed_1400rpm__torque_1100Nm__temperature_35degC,validation,Fw,1400.0,1100.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm1100.0Nm35.0deg.csv,1330430,b70b6e75fc38593345690cb9f500cef9b0df87a542fcc0a69af47809b28a1d51
speed_1400rpm__torque_1300Nm__temperature_25degC,validation,Fw,1400.0,1300.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm1300.0Nm25.0deg.csv,1307369,e32b987f95b0ef135d1bcafcf28ff0bba88c7c3587709539165897a7b765abe9
speed_1400rpm__torque_1400Nm__temperature_25degC,validation,Fw,1400.0,1400.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm1400.0Nm25.0deg.csv,1304066,60022a1c36334ebfa5caa7ac70cbd88df623d4a85b27afd50a97a288e17a92b9
speed_1400rpm__torque_1400Nm__temperature_35degC,validation,Fw,1400.0,1400.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm1400.0Nm35.0deg.csv,1328351,e36ee9ba6ff1dbda4bf01f5cc76089802fa83f5975c90dfdfe66ed01ef5a31a7
speed_1400rpm__torque_1500Nm__temperature_25degC,validation,Fw,1400.0,1500.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm1500.0Nm25.0deg.csv,1303883,2aa52a7455c4c96a2581b3242306fe070759776ca904f9b405ac4f93e5ee5708
speed_1400rpm__torque_1500Nm__temperature_35degC,validation,Fw,1400.0,1500.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm1500.0Nm35.0deg.csv,1330399,94c0b1f10c9d75367a06696a2027ac1c5685ed074fd63b3ece5fc9776c493d4e
speed_1400rpm__torque_1700Nm__temperature_35degC,validation,Fw,1400.0,1700.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm1700.0Nm35.0deg.csv,1331037,33d3cfce9b5b250d7ac33bc84d6d80e770dce2699359e2573db8d9d54ad32225
speed_1400rpm__torque_1800Nm__temperature_35degC,validation,Fw,1400.0,1800.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm1800.0Nm35.0deg.csv,1333234,9e33440c64c42a2ca83be33b68a7a0bb35713b07c397326df7ad6266f84c5dd2
speed_1500rpm__torque_0Nm__temperature_25degC,validation,Fw,1500.0,0.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm0.0Nm25.0deg.csv,1223059,bfab1081df235204c2f004984ab1311a0f5d3d33b2f4425df50da335bd1ff790
speed_1500rpm__torque_100Nm__temperature_30degC,validation,Fw,1500.0,100.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm100.0Nm30.0deg.csv,1225992,372e57f29b1f66da867e0753c31caa324543a22da16481ee75bd2fae4f50b9ea
speed_1500rpm__torque_300Nm__temperature_30degC,validation,Fw,1500.0,300.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm300.0Nm30.0deg.csv,1220756,06c3866d0a036aa033479efd01e59c82b3cf7ee9b719293f9ece70f429e50834
speed_1500rpm__torque_300Nm__temperature_35degC,validation,Fw,1500.0,300.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm300.0Nm35.0deg.csv,1244804,209f4117f2c102ea69e5cce1d2dcbf7319877fa71587cef5834e17f9db49316c
speed_1500rpm__torque_500Nm__temperature_25degC,validation,Fw,1500.0,500.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm500.0Nm25.0deg.csv,1229980,9acd6adbafd9b81965bd4316142c6a54c7ad1f025047b4608c0f4290907b458a
speed_1500rpm__torque_500Nm__temperature_30degC,validation,Fw,1500.0,500.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm500.0Nm30.0deg.csv,1245714,9b3ca8471337438c58cca05ae5b61703e6bd7148880b5d83dd06e6219b81a4a4
speed_1500rpm__torque_900Nm__temperature_30degC,validation,Fw,1500.0,900.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm900.0Nm30.0deg.csv,1235960,077bb80074c77a5daf9c4522ee1fc8cbf72da4a6770c00ad5da177a6e4adc7d1
speed_1500rpm__torque_900Nm__temperature_35degC,validation,Fw,1500.0,900.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm900.0Nm35.0deg.csv,1247331,a207318f05f7ba33190604f3326e4c5d39d6312bcc4fe685eb8af57a19d89660
speed_1500rpm__torque_1000Nm__temperature_30degC,validation,Fw,1500.0,1000.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm1000.0Nm30.0deg.csv,1214878,b3c2c9945f1b44459b2474158b5c2e385522b22fbce18ef7611a284dd060316a
speed_1500rpm__torque_1100Nm__temperature_25degC,validation,Fw,1500.0,1100.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm1100.0Nm25.0deg.csv,1227087,8ae4d1072fefbd57955ae52d3051c9f6711a4bd409059849973316dbd7829cf1
speed_1500rpm__torque_1100Nm__temperature_35degC,validation,Fw,1500.0,1100.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm1100.0Nm35.0deg.csv,1240868,2e4d118426420daa361f07395d67d18887999f03ef6d83be201fb3aa015ffca1
speed_1500rpm__torque_1200Nm__temperature_30degC,validation,Fw,1500.0,1200.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm1200.0Nm30.0deg.csv,1226690,859b25af8ae58bdc0fd41db98a42b03d71fe9db10c5b24b6c66bf31a151160f6
speed_1500rpm__torque_1300Nm__temperature_25degC,validation,Fw,1500.0,1300.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm1300.0Nm25.0deg.csv,1219232,63b4e7bc130820ac5893dcd6846b9503201d2217d58d71dce2fb5bdc9ab4080c
speed_1500rpm__torque_1400Nm__temperature_25degC,validation,Fw,1500.0,1400.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm1400.0Nm25.0deg.csv,1218800,d76e6d3745585d51feffdc43ac1b74af46c7050a706b321a513f0189171b6d13
speed_1500rpm__torque_1400Nm__temperature_30degC,validation,Fw,1500.0,1400.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm1400.0Nm30.0deg.csv,1252183,bc50184f8eaed92b350fddcd1d39eaa788cb9156cd8aeefaa291c38d0fdc5132
speed_1500rpm__torque_1600Nm__temperature_25degC,validation,Fw,1500.0,1600.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm1600.0Nm25.0deg.csv,1217306,2733d518553d3d966f43a700f47c4c46918d14d16bfdf2944dbfd65d67788e80
speed_1500rpm__torque_1600Nm__temperature_30degC,validation,Fw,1500.0,1600.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm1600.0Nm30.0deg.csv,1223512,8796bd306f545e8acd853b27bd9434e74ef75994e1bc7f70f01dce14378a00e6
speed_1500rpm__torque_1700Nm__temperature_25degC,validation,Fw,1500.0,1700.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm1700.0Nm25.0deg.csv,1222398,b0eeae921bd28a7b991d9ed5f03585d4074c9e818223b152a96e811754ba1b47
speed_1500rpm__torque_1700Nm__temperature_30degC,validation,Fw,1500.0,1700.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm1700.0Nm30.0deg.csv,1209704,bd8bf86ec3121e989db733e3b837253a490a3a85c94f296554152341e6b0d679
speed_1500rpm__torque_1800Nm__temperature_30degC,validation,Fw,1500.0,1800.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm1800.0Nm30.0deg.csv,1224540,1b284f7cbc7873ffce41ed7e590d3fff0bd0e4bb181cbf10119a70c050d29c1a
speed_1500rpm__torque_1800Nm__temperature_35degC,validation,Fw,1500.0,1800.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm1800.0Nm35.0deg.csv,1242455,e11f43843843817f35c9dd0800798877bd26f7fa1977e0608393f7a5a25b7750
speed_1600rpm__torque_200Nm__temperature_30degC,validation,Fw,1600.0,200.0,30.0,data/polished_dataset/forward/30degree/1600rpm/1600.0rpm200.0Nm30.0deg.csv,1154581,9b51243b9f7a4c9aa428ecf39b2fe23fcac51f6edbf762c21a465d8cd9f0d641
