condition_id,split,source_path,row_count,source_size_bytes,filesystem_modified_at_utc,filesystem_timestamp_is_acquisition_evidence,forward_valid_row_count,backward_valid_row_count,forward_valid_segment_count,backward_valid_segment_count,valid_overlap_row_count,direction_window_order,inter_window_gap_row_count,inter_window_gap_duration_s,pre_valid_row_count,post_valid_row_count,controlled_warmup_label_available,deterministic_reset_marker_available,minimum_speed_rpm,maximum_speed_rpm,forward_valid_median_speed_rpm,backward_valid_median_speed_rpm,valid_window_direction_sign_pass,sustained_motion_segment_count,sustained_direction_reversal_count,single_reversal_pair_available,repeated_reversal_cycle_pass,repeated_major_loop_pass,minor_loop_marker_available,offline_reversal_oracle_available,real_hysteresis_training_eligible
speed_1400rpm__torque_1300Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1400rpm/1400.0rpm1300.0Nm25.0deg.csv,46552,5683449,2026-06-23T17:44:52.131298+00:00,False,13886,13886,1,1,0,Fw_then_Bw,9390,2.3475,1389,8001,False,False,-1403.7133006689448,49057616.94582199,1400.0462740659714,-1400.0185580031637,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1300Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1400rpm/1400.0rpm1300.0Nm30.0deg.csv,46550,5682580,2026-06-23T17:45:08.457642+00:00,False,13886,13885,1,1,0,Fw_then_Bw,9390,2.3475,1389,8000,False,False,-1403.5554413373272,68496611.80710465,1400.0501297341543,-1400.0147019978613,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1300Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1400rpm/1400.0rpm1300.0Nm35.0deg.csv,46553,5685045,2026-06-23T17:45:26.256412+00:00,False,13886,13886,1,1,0,Fw_then_Bw,9389,2.34725,1389,8003,False,False,-1403.7844906561077,49056199.712622665,1400.043982997886,-1400.0154006644152,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1400Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1400rpm/1400.0rpm1400.0Nm25.0deg.csv,46548,5682927,2026-06-23T17:44:52.153939+00:00,False,13885,13886,1,1,0,Fw_then_Bw,9388,2.347,1389,8000,False,False,-1404.0925540030003,29618668.131139334,1400.0385068017445,-1400.0034703446242,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1400Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1400rpm/1400.0rpm1400.0Nm30.0deg.csv,46551,5681886,2026-06-23T17:45:08.482173+00:00,False,13886,13886,1,1,0,Fw_then_Bw,9389,2.34725,1388,8002,False,False,-1403.7315173288032,49056237.68152667,1400.049403338926,-1400.0092819915153,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1400Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/1400rpm/1400.0rpm1400.0Nm35.0deg.csv,46259,5644812,2026-06-23T17:45:26.281953+00:00,False,13886,13885,1,1,0,Fw_then_Bw,9097,2.27425,1388,8003,False,False,-1404.1117766755633,48646021.88676534,1400.040294994445,-1400.0083320036842,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1500Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1400rpm/1400.0rpm1500.0Nm25.0deg.csv,46549,5682036,2026-06-23T17:44:52.178951+00:00,False,13885,13885,1,1,0,Fw_then_Bw,9389,2.34725,1389,8001,False,False,-1403.9511233374164,29618659.34791,1400.0416919977094,-1399.9876566619303,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1500Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1400rpm/1400.0rpm1500.0Nm30.0deg.csv,46551,5680718,2026-06-23T17:45:08.504799+00:00,False,13886,13885,1,1,0,Fw_then_Bw,9390,2.3475,1388,8002,False,False,-1404.0013026678935,49056263.723596655,1400.062758465841,-1400.0038613254826,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1500Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/1400rpm/1400.0rpm1500.0Nm35.0deg.csv,46552,5685126,2026-06-23T17:45:26.306492+00:00,False,13886,13886,1,1,0,Fw_then_Bw,9390,2.3475,1388,8002,False,False,-1403.7133006689448,49056218.030546,1400.0385347947788,-1400.001402992833,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1600Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1400rpm/1400.0rpm1600.0Nm25.0deg.csv,46555,5682542,2026-06-23T17:44:52.203529+00:00,False,13886,13885,1,1,0,Fw_then_Bw,9392,2.348,1389,8003,False,False,-1404.06830200421,29613089.349736,1400.025235498712,-1400.0055940123275,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1600Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1400rpm/1400.0rpm1600.0Nm30.0deg.csv,46343,5656377,2026-06-23T17:45:08.527321+00:00,False,13886,13886,1,1,0,Fw_then_Bw,9180,2.295,1388,8003,False,False,-1403.987668668075,68202672.96329133,1400.043088933065,-1399.9959263407316,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1600Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1400rpm/1400.0rpm1600.0Nm35.0deg.csv,46255,5648435,2026-06-23T17:45:26.333508+00:00,False,13886,13886,1,1,0,Fw_then_Bw,9092,2.273,1388,8003,False,False,-1403.8974793317418,48639021.855332,1400.0361040331577,-1400.0053703299877,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1700Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1400rpm/1400.0rpm1700.0Nm25.0deg.csv,45589,5568657,2026-06-23T17:44:52.226062+00:00,False,13886,13886,1,1,0,Fw_then_Bw,8429,2.10725,1388,8000,False,False,-1404.2963460087776,47705289.35551666,1400.038227434076,-1399.9990836600773,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1700Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1400rpm/1400.0rpm1700.0Nm30.0deg.csv,46550,5684151,2026-06-23T17:45:08.551905+00:00,False,13886,13886,1,1,0,Fw_then_Bw,9390,2.3475,1388,8000,False,False,-1404.192522012939,49056275.20104866,1400.0427536666393,-1400.001737997324,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1700Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/1400rpm/1400.0rpm1700.0Nm35.0deg.csv,46550,5678008,2026-06-23T17:45:26.362727+00:00,False,13885,13886,1,1,0,Fw_then_Bw,9390,2.3475,1389,8000,False,False,-1404.3612779933028,49056238.00288932,1400.037892133696,-1399.9994470019979,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1800Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1400rpm/1400.0rpm1800.0Nm25.0deg.csv,45965,5611187,2026-06-23T17:44:52.249685+00:00,False,13886,13886,1,1,0,Fw_then_Bw,8802,2.2005,1388,8003,False,False,-1404.3998346702817,48227502.103652656,1400.0315778005945,-1399.9943060043734,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1800Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1400rpm/1400.0rpm1800.0Nm30.0deg.csv,46551,5684098,2026-06-23T17:45:08.576966+00:00,False,13885,13886,1,1,0,Fw_then_Bw,9390,2.3475,1389,8001,False,False,-1404.1240699977304,49056277.761217326,1400.044150669904,-1399.9901153341248,True,2,1,True,False,False,False,True,False
speed_1400rpm__torque_1800Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/1400rpm/1400.0rpm1800.0Nm35.0deg.csv,46552,5682842,2026-06-23T17:45:26.392713+00:00,False,13885,13886,1,1,0,Fw_then_Bw,9390,2.3475,1389,8002,False,False,-1404.7881399941011,49056242.28447666,1400.0388980008815,-1399.974022002425,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_0Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1500rpm/1500.0rpm0.0Nm25.0deg.csv,44512,5451882,2026-06-23T17:44:52.457154+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8000,False,False,-1502.6874280010816,28823215.918690003,1500.012986366831,-1499.9958313419484,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_0Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1500rpm/1500.0rpm0.0Nm30.0deg.csv,44513,5449750,2026-06-23T17:45:08.800162+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8001,False,False,-1502.9683893274828,28823209.16874333,1500.0038779980969,-1499.992311000824,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_0Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm0.0Nm35.0deg.csv,44514,5449834,2026-06-23T17:45:26.663120+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8002,False,False,-1503.027007333003,28823153.557945333,1500.0035147992699,-1499.9944343289826,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_100Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1500rpm/1500.0rpm100.0Nm25.0deg.csv,44516,5434431,2026-06-23T17:44:52.479006+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9299,2.32475,1296,8001,False,False,-1502.6330573309679,28821672.356631335,1499.9970607362534,-1500.006364668176,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_100Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/1500rpm/1500.0rpm100.0Nm30.0deg.csv,44514,5436997,2026-06-23T17:45:08.822752+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8001,False,False,-1502.7316286577843,67701659.91688134,1500.0037103988384,-1499.9902156608491,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_100Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm100.0Nm35.0deg.csv,44515,5434619,2026-06-23T17:45:26.688248+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8002,False,False,-1503.0403066775762,48261651.14734334,1499.9965578366148,-1499.990020005498,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_200Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1500rpm/1500.0rpm200.0Nm25.0deg.csv,44516,5434477,2026-06-23T17:44:52.694493+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9298,2.3245,1296,8002,False,False,-1502.7488393243402,48261684.921608,1500.0038780344767,-1499.9942106660455,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_200Nm__temperature_30degC,test,data/original_dataset/Test_30deg/1500rpm/1500.0rpm200.0Nm30.0deg.csv,44497,5434524,2026-06-23T17:45:09.051474+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9281,2.32025,1296,8000,False,False,-1502.4159100139514,67677689.65384002,1499.999519435126,-1499.9886226723902,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_200Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm200.0Nm35.0deg.csv,44516,5440620,2026-06-23T17:45:26.918045+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8003,False,False,-1502.847354665088,48261696.20085467,1500.0017825659597,-1499.9882876776005,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_300Nm__temperature_25degC,test,data/original_dataset/Test_25deg/1500rpm/1500.0rpm300.0Nm25.0deg.csv,44516,5437910,2026-06-23T17:44:52.717561+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8003,False,False,-1502.847410660858,48260209.24447066,1500.005107402103,-1500.011756666936,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_300Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/1500rpm/1500.0rpm300.0Nm30.0deg.csv,44516,5453696,2026-06-23T17:45:09.073017+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8003,False,False,-1502.8656273304175,67701702.48035334,1499.9965019669617,-1499.9861640001957,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_300Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/1500rpm/1500.0rpm300.0Nm35.0deg.csv,44516,5469825,2026-06-23T17:45:26.942210+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8003,False,False,-1502.8295293256328,48261686.81776135,1500.001251666011,-1499.9907183325074,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_400Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1500rpm/1500.0rpm400.0Nm25.0deg.csv,44165,5410565,2026-06-23T17:44:52.739696+00:00,False,12960,12960,1,1,0,Fw_then_Bw,8948,2.237,1296,8001,False,False,-1503.103505994659,47736726.51892467,1500.0131819324451,-1499.998625329075,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_400Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1500rpm/1500.0rpm400.0Nm30.0deg.csv,44515,5492837,2026-06-23T17:45:09.100097+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8002,False,False,-1502.7445926486205,67701731.39093468,1500.0038780320513,-1500.00440866764,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_400Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm400.0Nm35.0deg.csv,44517,5507764,2026-06-23T17:45:26.966276+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9298,2.3245,1296,8003,False,False,-1502.8123186590772,48261718.87261799,1500.0093262666874,-1499.992814012027,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_500Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1500rpm/1500.0rpm500.0Nm25.0deg.csv,44515,5490037,2026-06-23T17:44:52.763325+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8002,False,False,-1502.653062673441,48260227.66482133,1500.0230446360852,-1500.0015873326142,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_500Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/1500rpm/1500.0rpm500.0Nm30.0deg.csv,44514,5516638,2026-06-23T17:45:09.123173+00:00,False,12959,12960,1,1,0,Fw_then_Bw,9298,2.3245,1296,8001,False,False,-1503.1441306734148,67701719.80932333,1499.9973960026787,-1499.9898520084876,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_500Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm500.0Nm35.0deg.csv,44514,5521780,2026-06-23T17:45:26.991801+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8001,False,False,-1503.1175319842682,48261726.392246656,1500.007230764216,-1499.9876166693866,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_600Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1500rpm/1500.0rpm600.0Nm25.0deg.csv,44515,5509160,2026-06-23T17:44:52.787383+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8002,False,False,-1503.0995946726762,48260227.686222,1500.0165347009897,-1500.0077336735558,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_600Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1500rpm/1500.0rpm600.0Nm30.0deg.csv,44516,5514748,2026-06-23T17:45:09.146609+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8003,False,False,-1503.2525360002182,67701718.72850533,1500.000217934333,-1500.0068956675627,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_600Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm600.0Nm35.0deg.csv,44513,5509782,2026-06-23T17:45:27.015873+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8001,False,False,-1503.3659146671805,48260240.71460535,1499.9970607362534,-1499.9907463400937,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_700Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1500rpm/1500.0rpm700.0Nm25.0deg.csv,44516,5518453,2026-06-23T17:44:52.810042+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8003,False,False,-1503.2522566616535,48260248.360913344,1500.009298334286,-1500.011952671533,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_700Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1500rpm/1500.0rpm700.0Nm30.0deg.csv,44512,5479666,2026-06-23T17:45:09.169146+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8000,False,False,-1503.1069699907675,67700250.301212,1499.9859966361935,-1500.0019499954456,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_700Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm700.0Nm35.0deg.csv,44515,5466986,2026-06-23T17:45:27.038917+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8003,False,False,-1503.1971039910181,48260260.484553985,1499.9918080623804,-1499.987058331802,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_800Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1500rpm/1500.0rpm800.0Nm25.0deg.csv,44516,5480545,2026-06-23T17:44:52.833066+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8003,False,False,-1503.3139473331782,48260253.62340734,1500.0066999346018,-1500.0109186706445,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_800Nm__temperature_30degC,test,data/original_dataset/Test_30deg/1500rpm/1500.0rpm800.0Nm30.0deg.csv,44512,5444802,2026-06-23T17:45:09.192205+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8000,False,False,-1503.1743613265764,67700261.20265934,1499.9809116028096,-1500.0026766598844,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_800Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm800.0Nm35.0deg.csv,44512,5437890,2026-06-23T17:45:27.063982+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8000,False,False,-1503.2487366503726,48260248.64260133,1499.9763574354197,-1499.9951329955366,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_900Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1500rpm/1500.0rpm900.0Nm25.0deg.csv,44518,5455185,2026-06-23T17:44:52.854142+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9299,2.32475,1296,8003,False,False,-1503.2992513345864,48255778.53558601,1500.0053029701426,-1500.008096675932,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_900Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/1500rpm/1500.0rpm900.0Nm30.0deg.csv,43524,5315338,2026-06-23T17:45:09.216741+00:00,False,12960,12960,1,1,0,Fw_then_Bw,8307,2.07675,1296,8001,False,False,-1503.5170686702863,66216779.45343799,1499.9900199327385,-1500.000022332339,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_900Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/1500rpm/1500.0rpm900.0Nm35.0deg.csv,44514,5438574,2026-06-23T17:45:27.085380+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8002,False,False,-1503.3508279981713,126020284.17723267,1499.9919757004438,-1499.9882873380557,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1000Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1500rpm/1500.0rpm1000.0Nm25.0deg.csv,44518,5442886,2026-06-23T17:44:52.500124+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9299,2.32475,1296,8003,False,False,-1503.5013113326083,48255784.197281994,1499.999854733081,-1500.0019783425764,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1000Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/1500rpm/1500.0rpm1000.0Nm30.0deg.csv,44512,5437127,2026-06-23T17:45:08.845513+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8000,False,False,-1503.407992015127,67700291.12923867,1499.9826717976248,-1500.0075940042734,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1000Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm1000.0Nm35.0deg.csv,44512,5434649,2026-06-23T17:45:26.709914+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9296,2.324,1296,8000,False,False,-1503.4725333486374,126020304.57928734,1499.9798499338794,-1499.9828673317097,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1100Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1500rpm/1500.0rpm1100.0Nm25.0deg.csv,44518,5437992,2026-06-23T17:44:52.521678+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9299,2.32475,1296,8003,False,False,-1503.2539326736394,28815797.950419996,1500.015640631318,-1500.0130143307615,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1100Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1500rpm/1500.0rpm1100.0Nm30.0deg.csv,44372,5415743,2026-06-23T17:45:08.868550+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9153,2.28825,1296,8003,False,False,-1504.1461026800487,67484294.81154333,1499.9830350328316,-1499.992869658551,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1100Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/1500rpm/1500.0rpm1100.0Nm35.0deg.csv,44513,5437467,2026-06-23T17:45:26.735456+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8000,False,False,-1503.7879166775383,126020314.97446863,1499.996334333749,-1499.9931773442465,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1200Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1500rpm/1500.0rpm1200.0Nm25.0deg.csv,43855,5353175,2026-06-23T17:44:52.542286+00:00,False,12960,12960,1,1,0,Fw_then_Bw,8639,2.15975,1296,8000,False,False,-1503.3469159970991,47265813.47202866,1500.0005811307346,-1500.0161716598086,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1200Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/1500rpm/1500.0rpm1200.0Nm30.0deg.csv,44513,5435087,2026-06-23T17:45:08.890587+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9297,2.32425,1296,8000,False,False,-1503.7907106646646,67700318.48263,1499.9951049685478,-1499.996893001177,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1200Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm1200.0Nm35.0deg.csv,44516,5439193,2026-06-23T17:45:26.757385+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9300,2.325,1296,8000,False,False,-1504.0513873488333,106574328.55987935,1499.993037430007,-1499.9933729995973,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1300Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1500rpm/1500.0rpm1300.0Nm25.0deg.csv,44518,5435046,2026-06-23T17:44:52.564823+00:00,False,12960,12959,1,1,0,Fw_then_Bw,9300,2.325,1296,8003,False,False,-1503.8401633307026,48255841.84940867,1500.0115893999464,-1500.0086280051619,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1300Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1500rpm/1500.0rpm1300.0Nm30.0deg.csv,44515,5433800,2026-06-23T17:45:08.913239+00:00,False,12959,12960,1,1,0,Fw_then_Bw,9297,2.32425,1297,8002,False,False,-1503.7640560185537,67700353.10061668,1499.9854937341297,-1500.0000223420407,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1300Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm1300.0Nm35.0deg.csv,44135,5386225,2026-06-23T17:45:26.780445+00:00,False,12960,12960,1,1,0,Fw_then_Bw,8919,2.22975,1296,8000,False,False,-1503.7356133107096,125442845.42553136,1499.9942667976334,-1499.9849629821256,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1400Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1500rpm/1500.0rpm1400.0Nm25.0deg.csv,44515,5433922,2026-06-23T17:44:52.585599+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9299,2.32475,1296,8000,False,False,-1503.6731959941487,48255854.486358,1500.0065322674345,-1499.9978990041807,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1400Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/1500rpm/1500.0rpm1400.0Nm30.0deg.csv,44517,5435202,2026-06-23T17:45:08.936815+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9300,2.325,1296,8001,False,False,-1503.8071946667817,67694326.09403534,1500.0121481959166,-1499.9863880026774,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1400Nm__temperature_35degC,test,data/original_dataset/Test_35deg/1500rpm/1500.0rpm1400.0Nm35.0deg.csv,44515,5434954,2026-06-23T17:45:26.802330+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9299,2.32475,1296,8000,False,False,-1503.8581006616976,126012828.46178868,1500.0068954977905,-1499.984571671424,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1500Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1500rpm/1500.0rpm1500.0Nm25.0deg.csv,44516,5434254,2026-06-23T17:44:52.608224+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9298,2.3245,1296,8002,False,False,-1504.0818420044766,48254360.32678934,1500.0035427656258,-1500.0047719998595,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1500Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1500rpm/1500.0rpm1500.0Nm30.0deg.csv,44517,5435259,2026-06-23T17:45:08.961354+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9299,2.32475,1296,8002,False,False,-1504.0615580122299,67692877.33454268,1499.9932051020246,-1499.9846000088535,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1500Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm1500.0Nm35.0deg.csv,44518,5437607,2026-06-23T17:45:26.826276+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9299,2.32475,1296,8003,False,False,-1504.303235327825,126012851.63523667,1500.0005531983334,-1499.9858289957047,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1600Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1500rpm/1500.0rpm1600.0Nm25.0deg.csv,44517,5435255,2026-06-23T17:44:52.629781+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9298,2.3245,1296,8003,False,False,-1504.797544000515,48254378.22265534,1500.0093262666876,-1499.9880923326905,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1600Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/1500rpm/1500.0rpm1600.0Nm30.0deg.csv,44516,5436292,2026-06-23T17:45:08.982887+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9299,2.32475,1296,8001,False,False,-1504.007521997361,67692866.01003268,1499.9977592621387,-1499.9812470050529,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1600Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1500rpm/1500.0rpm1600.0Nm35.0deg.csv,44515,5433285,2026-06-23T17:45:26.848488+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9299,2.32475,1296,8000,False,False,-1504.4484660029411,126012872.38463734,1499.9995194327007,-1499.978621005236,True,2,1,True,False,False,False,True,False
speed_1500rpm__torque_1700Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1500rpm/1500.0rpm1700.0Nm25.0deg.csv,44516,5435305,2026-06-23T17:44:52.652380+00:00,False,12960,12960,1,1,0,Fw_then_Bw,9298,2.3245,1296,8002,False,False,-1504.008919330469,48254399.26290867,1500.0075660645962,-1499.9865276719597,True,2,1,True,False,False,False,True,False
